Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
151,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,3,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,4,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,6,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,7,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,8,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
151,9,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,3,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,4,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,6,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,7,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,8,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
152,9,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,3,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,4,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,6,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,7,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,8,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
153,9,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,3,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,4,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,6,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,7,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,8,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
154,9,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,3,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,4,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,6,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,7,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,8,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
155,9,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,3,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,4,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,6,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,7,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,8,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
156,9,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,3,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,4,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,6,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,7,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,8,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
157,9,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
158,0,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
158,1,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
158,2,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
158,3,0,0,0,0,0,0,200,300,0,0,0,1.40E-45,0,0,0,-205,200,0,0,0,1.40E-45,0,0,0,0,0,0
158,4,0,0,0,0,0,0,200,300,0,0,0,1.40E-45,0,0,0,-205,200,0,0,0,1.40E-45,0,0,0,0,0,0
158,5,0,0,0,0,0,0,200,300,0,0,0,0,0,0,0,-205,200,0,0,0,0,0,0,0,0,0,0
158,6,0,0,0,0,0,0,200,300,0,0,0,-1.40E-45,0,0,0,-205,200,0,0,0,-1.40E-45,0,0,0,0,0,0
158,7,0,0,0,0,0,0,200,300,0,0,-1.40E-45,-5.61E-45,0,0,0,-205,200,0,0,-1.40E-45,-5.61E-45,-1.40E-42,-1.40E-42,0,0,0,0
158,8,0,0,0,0,0,0,200,300,0,0,-2.80E-45,-1.12E-44,1.40E-42,0,0,-205,200,0,0,-2.80E-45,-1.12E-44,-1.40E-42,-2.80E-42,0,0,0,0
158,9,0,0,0,0,0,0,200,300,0,0,-4.20E-45,-1.54E-44,1.40E-42,0,0,-205,200,0,0,-4.20E-45,-1.54E-44,-1.40E-42,-2.80E-42,1.40E-42,0,0,0
159,0,0,0,0,0,0,0,200,300,0,0,-2.80E-45,-1.26E-44,1.40E-42,0,0,-205,200,0,0,-2.80E-45,-1.26E-44,-1.40E-42,-2.80E-42,0,0,0,0
159,1,0,0,0,0,0,0,200,300,0,0,4.20E-45,1.26E-44,-1.40E-42,0,0,-205,200,0,0,4.20E-45,1.26E-44,1.40E-42,2.80E-42,-1.40E-42,0,0,0
159,2,0,0,0,0,0,0,200,300,0,2.80E-45,2.10E-44,7.29E-44,-5.61E-42,0,-1.40E-42,-205,200,0,2.80E-45,2.10E-44,7.29E-44,8.41E-42,1.54E-41,-5.61E-42,0,0,0
159,3,0,0,0,0,0,0,200,300,0,7.01E-45,4.76E-44,1.68E-43,-1.26E-41,0,-4.20E-42,-205,200,0,7.01E-45,4.76E-44,1.68E-43,2.10E-41,3.50E-41,-1.54E-41,0,0,0
159,4,0,0,0,0,0,0,200,300,0,9.81E-45,7.29E-44,2.58E-43,-1.82E-41,0,-5.61E-42,-205,200,0,9.81E-45,7.29E-44,2.58E-43,3.36E-41,5.32E-41,-2.24E-41,0,0,0
159,5,0,0,0,0,0,0,200,300,0,8.41E-45,6.45E-44,2.26E-43,-1.54E-41,0,-5.61E-42,-205,200,0,8.41E-45,6.45E-44,2.26E-43,2.94E-41,4.62E-41,-2.10E-41,0,0,0
159,6,0,0,0,0,0,0,200,300,0,-5.61E-45,-3.78E-44,-1.33E-43,9.81E-42,0,2.80E-42,-205,200,0,-5.61E-45,-3.78E-44,-1.33E-43,-1.68E-41,-2.66E-41,1.12E-41,0,0,0
159,7,0,0,0,0,0,0,200,300,0,-3.92E-44,-2.97E-43,-1.05E-42,7.57E-41,1.40E-42,2.38E-41,-205,200,0,-3.92E-44,-2.97E-43,-1.05E-42,-1.35E-40,-2.14E-40,9.25E-41,0,0,0
159,8,0,0,0,0,0,0,200,300,0,-9.67E-44,-7.29E-43,-2.57E-42,1.84E-40,4.20E-42,6.03E-41,-205,200,0,-9.67E-44,-7.29E-43,-2.57E-42,-3.31E-40,-5.23E-40,2.28E-40,0,0,0
159,9,0,0,0,0,0,0,200,300,0,-1.57E-43,-1.17E-42,-4.13E-42,2.96E-40,5.61E-42,9.67E-41,-205,200,0,-1.57E-43,-1.17E-42,-4.13E-42,-5.31E-40,-8.42E-40,3.69E-40,0,0,0
160,0,0,0,0,0,0,0,200,300,0,-1.51E-43,-1.13E-42,-4.00E-42,2.86E-40,5.61E-42,9.25E-41,-205,200,0,-1.51E-43,-1.13E-42,-4.00E-42,-5.14E-40,-8.14E-40,3.55E-40,0,0,0
160,1,0,0,0,0,0,0,200,300,0,3.92E-44,2.97E-43,1.05E-42,-7.57E-41,-1.40E-42,-2.38E-41,-205,200,0,3.92E-44,2.97E-43,1.05E-42,1.35E-40,2.14E-40,-9.25E-41,0,0,0
160,2,0,0,0,0,0,0,200,300,0,5.65E-43,4.23E-42,1.49E-41,-1.07E-39,-2.10E-41,-3.48E-40,-205,200,0,5.65E-43,4.23E-42,1.49E-41,1.92E-39,3.04E-39,-1.33E-39,0,0,0
160,3,0,0,0,0,0,0,200,300,0,1.48E-42,1.11E-41,3.91E-41,-2.79E-39,-5.32E-41,-9.11E-40,-205,200,0,1.48E-42,1.11E-41,3.91E-41,5.02E-39,7.96E-39,-3.48E-39,0,0,0
160,4,0,0,0,0,0,0,200,300,0,2.49E-42,1.87E-41,6.59E-41,-4.71E-39,-9.11E-41,-1.54E-39,-205,200,0,2.49E-42,1.87E-41,6.59E-41,8.47E-39,1.34E-38,-5.86E-39,0,0,0
160,5,0,0,0,0,0,0,200,300,0,2.63E-42,1.97E-41,6.95E-41,-4.96E-39,-9.53E-41,-1.62E-39,-205,200,0,2.63E-42,1.97E-41,6.95E-41,8.93E-39,1.41E-38,-6.18E-39,0,0,0
160,6,0,0,0,0,0,0,200,300,0,-2.38E-44,-1.81E-43,-6.40E-43,4.62E-41,1.40E-42,1.54E-41,-205,200,0,-2.38E-44,-1.81E-43,-6.40E-43,-8.13E-41,-1.30E-40,5.75E-41,0,0,0
160,7,0,0,0,0,0,0,200,300,0,-7.94E-42,-5.94E-41,-2.10E-40,1.50E-38,2.89E-40,4.88E-39,-205,200,0,-7.94E-42,-5.94E-41,-2.10E-40,-2.69E-38,-4.27E-38,1.86E-38,0,0,0
160,8,0,0,0,0,0,0,200,300,0,-2.24E-41,-1.67E-40,-5.91E-40,4.22E-38,8.16E-40,1.38E-38,-205,200,0,-2.24E-41,-1.67E-40,-5.91E-40,-7.60E-38,-1.20E-37,5.26E-38,0,0,0
160,9,0,0,0,0,0,0,200,300,0,-3.95E-41,-2.96E-40,-1.04E-39,7.46E-38,1.44E-39,2.43E-38,-205,200,0,-3.95E-41,-2.96E-40,-1.04E-39,-1.34E-37,-2.13E-37,9.29E-38,0,0,0
161,0,0,0,0,0,0,0,200,300,0,-4.49E-41,-3.36E-40,-1.19E-39,8.48E-38,1.64E-39,2.76E-38,-205,200,0,-4.49E-41,-3.36E-40,-1.19E-39,-1.52E-37,-2.42E-37,1.06E-37,0,0,0
161,1,0,0,0,0,0,0,200,300,0,-8.77E-42,-6.57E-41,-2.32E-40,1.66E-38,3.19E-40,5.40E-39,-205,200,0,-8.77E-42,-6.57E-41,-2.32E-40,-2.98E-38,-4.72E-38,2.06E-38,0,0,0
161,2,0,0,0,0,0,0,200,300,0,1.10E-40,8.20E-40,2.89E-39,-2.07E-37,-3.99E-39,-6.74E-38,-205,200,0,1.10E-40,8.20E-40,2.89E-39,3.72E-37,5.89E-37,-2.57E-37,0,0,0
161,3,0,0,0,0,0,0,200,300,0,3.36E-40,2.52E-39,8.88E-39,-6.34E-37,-1.23E-38,-2.07E-37,-205,200,0,3.36E-40,2.52E-39,8.88E-39,1.14E-36,1.81E-36,-7.90E-37,0,0,0
161,4,0,0,0,0,0,0,200,300,0,6.23E-40,4.66E-39,1.65E-38,-1.18E-36,-2.27E-38,-3.83E-37,-205,200,0,6.23E-40,4.66E-39,1.65E-38,2.11E-36,3.35E-36,-1.46E-36,0,0,0
161,5,0,0,0,0,0,0,200,300,0,7.57E-40,5.66E-39,2.00E-38,-1.43E-36,-2.76E-38,-4.66E-37,-205,200,0,7.57E-40,5.66E-39,2.00E-38,2.57E-36,4.07E-36,-1.78E-36,0,0,0
161,6,0,0,0,0,0,0,200,300,0,2.77E-40,2.07E-39,7.30E-39,-5.22E-37,-1.01E-38,-1.70E-37,-205,200,0,2.77E-40,2.07E-39,7.30E-39,9.39E-37,1.49E-36,-6.50E-37,0,0,0
161,7,0,0,0,0,0,0,200,300,0,-1.48E-39,-1.11E-38,-3.91E-38,2.80E-36,5.40E-38,9.12E-37,-205,200,0,-1.48E-39,-1.11E-38,-3.91E-38,-5.03E-36,-7.96E-36,3.48E-36,0,0,0
161,8,0,0,0,0,0,0,200,300,0,-5.02E-39,-3.75E-38,-1.32E-37,9.47E-36,1.83E-37,3.09E-36,-205,200,0,-5.02E-39,-3.75E-38,-1.32E-37,-1.70E-35,-2.70E-35,1.18E-35,0,0,0
161,9,0,0,0,0,0,0,200,300,0,-9.76E-39,-7.30E-38,-2.58E-37,1.84E-35,3.56E-37,6.01E-36,-205,200,0,-9.76E-39,-7.30E-38,-2.58E-37,-3.31E-35,-5.25E-35,2.29E-35,0,0,0
162,0,0,0,0,0,0,0,200,300,0,-1.26E-38,-9.43E-38,-3.33E-37,2.38E-35,4.59E-37,7.75E-36,-205,200,0,-1.26E-38,-9.43E-38,-3.33E-37,-4.28E-35,-6.77E-35,2.96E-35,0,0,0
162,1,0,0,0,0,0,0,200,300,0,-6.43E-39,-4.82E-38,-1.70E-37,1.21E-35,2.35E-37,3.96E-36,-205,200,0,-6.43E-39,-4.82E-38,-1.70E-37,-2.18E-35,-3.46E-35,1.51E-35,0,0,0
162,2,0,0,0,0,0,0,200,300,0,1.95E-38,1.46E-37,5.14E-37,-3.68E-35,-7.10E-37,-1.20E-35,-205,200,0,1.95E-38,1.46E-37,5.14E-37,6.61E-35,1.05E-34,-4.58E-35,0,0,0
162,3,0,0,0,0,0,0,200,300,0,7.43E-38,5.56E-37,1.96E-36,-1.40E-34,-2.71E-36,-4.57E-35,-205,200,0,7.43E-38,5.56E-37,1.96E-36,2.52E-34,4.00E-34,-1.75E-34,0,0,0
162,4,0,0,0,0,0,0,200,300,0,1.52E-37,1.14E-36,4.01E-36,-2.87E-34,-5.54E-36,-9.35E-35,-205,200,0,1.52E-37,1.14E-36,4.01E-36,5.16E-34,8.17E-34,-3.57E-34,0,0,0
162,5,0,0,0,0,0,0,200,300,0,2.07E-37,1.55E-36,5.48E-36,-3.92E-34,-7.56E-36,-1.28E-34,-205,200,0,2.07E-37,1.55E-36,5.48E-36,7.04E-34,1.12E-33,-4.88E-34,0,0,0
162,6,0,0,0,0,0,0,200,300,0,1.32E-37,9.91E-37,3.50E-36,-2.50E-34,-4.82E-36,-8.15E-35,-205,200,0,1.32E-37,9.91E-37,3.50E-36,4.49E-34,7.12E-34,-3.11E-34,0,0,0
162,7,0,0,0,0,0,0,200,300,0,-2.46E-37,-1.84E-36,-6.51E-36,4.65E-34,8.98E-36,1.52E-34,-205,200,0,-2.46E-37,-1.84E-36,-6.51E-36,-8.36E-34,-1.32E-33,5.79E-34,0,0,0
162,8,0,0,0,0,0,0,200,300,0,-1.09E-36,-8.18E-36,-2.89E-35,2.06E-33,3.98E-35,6.73E-34,-205,200,0,-1.09E-36,-8.18E-36,-2.89E-35,-3.71E-33,-5.88E-33,2.57E-33,0,0,0
162,9,0,0,0,0,0,0,200,300,0,-2.35E-36,-1.76E-35,-6.22E-35,4.44E-33,8.58E-35,1.45E-33,-205,200,0,-2.35E-36,-1.76E-35,-6.22E-35,-7.99E-33,-1.27E-32,5.53E-33,0,0,0
163,0,0,0,0,0,0,0,200,300,0,-3.39E-36,-2.54E-35,-8.95E-35,6.40E-33,1.24E-34,2.09E-33,-205,200,0,-3.39E-36,-2.54E-35,-8.95E-35,-1.15E-32,-1.82E-32,7.96E-33,0,0,0
163,1,0,0,0,0,0,0,200,300,0,-2.54E-36,-1.90E-35,-6.72E-35,4.80E-33,9.27E-35,1.57E-33,-205,200,0,-2.54E-36,-1.90E-35,-6.72E-35,-8.64E-33,-1.37E-32,5.98E-33,0,0,0
163,2,0,0,0,0,0,0,200,300,0,2.94E-36,2.20E-35,7.76E-35,-5.55E-33,-1.07E-34,-1.81E-33,-205,200,0,2.94E-36,2.20E-35,7.76E-35,9.98E-33,1.58E-32,-6.91E-33,0,0,0
163,3,0,0,0,0,0,0,200,300,0,1.59E-35,1.19E-34,4.21E-34,-3.01E-32,-5.80E-34,-9.80E-33,-205,200,0,1.59E-35,1.19E-34,4.21E-34,5.41E-32,8.57E-32,-3.74E-32,0,0,0
163,4,0,0,0,0,0,0,200,300,0,3.62E-35,2.71E-34,9.57E-34,-6.84E-32,-1.32E-33,-2.23E-32,-205,200,0,3.62E-35,2.71E-34,9.57E-34,1.23E-31,1.95E-31,-8.52E-32,0,0,0
163,5,0,0,0,0,0,0,200,300,0,5.49E-35,4.11E-34,1.45E-33,-1.04E-31,-2.00E-33,-3.38E-32,-205,200,0,5.49E-35,4.11E-34,1.45E-33,1.86E-31,2.95E-31,-1.29E-31,0,0,0
163,6,0,0,0,0,0,0,200,300,0,4.68E-35,3.51E-34,1.24E-33,-8.84E-32,-1.71E-33,-2.88E-32,-205,200,0,4.68E-35,3.51E-34,1.24E-33,1.59E-31,2.52E-31,-1.10E-31,0,0,0
163,7,0,0,0,0,0,0,200,300,0,-3.17E-35,-2.38E-34,-8.38E-34,5.99E-32,1.16E-33,1.95E-32,-205,200,0,-3.17E-35,-2.38E-34,-8.38E-34,-1.08E-31,-1.71E-31,7.46E-32,0,0,0
163,8,0,0,0,0,0,0,200,300,0,-2.30E-34,-1.72E-33,-6.07E-33,4.34E-31,8.38E-33,1.41E-31,-205,200,0,-2.30E-34,-1.72E-33,-6.07E-33,-7.80E-31,-1.24E-30,5.40E-31,0,0,0
163,9,0,0,0,0,0,0,200,300,0,-5.55E-34,-4.16E-33,-1.47E-32,1.05E-30,2.02E-32,3.42E-31,-205,200,0,-5.55E-34,-4.16E-33,-1.47E-32,-1.88E-30,-2.99E-30,1.30E-30,0,0,0
164,0,0,0,0,0,0,0,200,300,0,-8.83E-34,-6.61E-33,-2.33E-32,1.67E-30,3.22E-32,5.43E-31,-205,200,0,-8.83E-34,-6.61E-33,-2.33E-32,-3.00E-30,-4.75E-30,2.07E-30,0,0,0
164,1,0,0,0,0,0,0,200,300,0,-8.36E-34,-6.26E-33,-2.21E-32,1.58E-30,3.05E-32,5.15E-31,-205,200,0,-8.36E-34,-6.26E-33,-2.21E-32,-2.84E-30,-4.50E-30,1.96E-30,0,0,0
164,2,0,0,0,0,0,0,200,300,0,2.76E-34,2.06E-33,7.28E-33,-5.21E-31,-1.01E-32,-1.70E-31,-205,200,0,2.76E-34,2.06E-33,7.28E-33,9.36E-31,1.48E-30,-6.48E-31,0,0,0
164,3,0,0,0,0,0,0,200,300,0,3.28E-33,2.46E-32,8.67E-32,-6.19E-30,-1.20E-31,-2.02E-30,-205,200,0,3.28E-33,2.46E-32,8.67E-32,1.11E-29,1.76E-29,-7.71E-30,0,0,0
164,4,0,0,0,0,0,0,200,300,0,8.45E-33,6.33E-32,2.23E-31,-1.60E-29,-3.08E-31,-5.20E-30,-205,200,0,8.45E-33,6.33E-32,2.23E-31,2.87E-29,4.55E-29,-1.99E-29,0,0,0
164,5,0,0,0,0,0,0,200,300,0,1.41E-32,1.06E-31,3.72E-31,-2.66E-29,-5.14E-31,-8.68E-30,-205,200,0,1.41E-32,1.06E-31,3.72E-31,4.79E-29,7.58E-29,-3.31E-29,0,0,0
164,6,0,0,0,0,0,0,200,300,0,1.46E-32,1.09E-31,3.85E-31,-2.75E-29,-5.32E-31,-8.98E-30,-205,200,0,1.46E-32,1.09E-31,3.85E-31,4.95E-29,7.85E-29,-3.43E-29,0,0,0
164,7,0,0,0,0,0,0,200,300,0,-9.09E-34,-6.81E-33,-2.40E-32,1.72E-30,3.31E-32,5.60E-31,-205,200,0,-9.09E-34,-6.81E-33,-2.40E-32,-3.09E-30,-4.89E-30,2.14E-30,0,0,0
164,8,0,0,0,0,0,0,200,300,0,-4.62E-32,-3.46E-31,-1.22E-30,8.72E-29,1.68E-30,2.84E-29,-205,200,0,-4.62E-32,-3.46E-31,-1.22E-30,-1.57E-28,-2.49E-28,1.09E-28,0,0,0
164,9,0,0,0,0,0,0,200,300,0,-1.28E-31,-9.58E-31,-3.38E-30,2.42E-28,4.67E-30,7.88E-29,-205,200,0,-1.28E-31,-9.58E-31,-3.38E-30,-4.35E-28,-6.88E-28,3.01E-28,0,0,0
165,0,0,0,0,0,0,0,200,300,0,-2.24E-31,-1.68E-30,-5.91E-30,4.22E-28,8.16E-30,1.38E-28,-205,200,0,-2.24E-31,-1.68E-30,-5.91E-30,-7.60E-28,-1.20E-27,5.26E-28,0,0,0
165,1,0,0,0,0,0,0,200,300,0,-2.50E-31,-1.87E-30,-6.61E-30,4.72E-28,9.12E-30,1.54E-28,-205,200,0,-2.50E-31,-1.87E-30,-6.61E-30,-8.49E-28,-1.35E-27,5.88E-28,0,0,0
165,2,0,0,0,0,0,0,200,300,0,-3.80E-32,-2.84E-31,-1.00E-30,7.17E-29,1.38E-30,2.34E-29,-205,200,0,-3.80E-32,-2.84E-31,-1.00E-30,-1.29E-28,-2.04E-28,8.92E-29,0,0,0
165,3,0,0,0,0,0,0,200,300,0,6.41E-31,4.80E-30,1.69E-29,-1.21E-27,-2.34E-29,-3.94E-28,-205,200,0,6.41E-31,4.80E-30,1.69E-29,2.18E-27,3.45E-27,-1.51E-27,0,0,0
165,4,0,0,0,0,0,0,200,300,0,1.93E-30,1.44E-29,5.09E-29,-3.63E-27,-7.02E-29,-1.19E-27,-205,200,0,1.93E-30,1.44E-29,5.09E-29,6.54E-27,1.04E-26,-4.53E-27,0,0,0
165,5,0,0,0,0,0,0,200,300,0,3.53E-30,2.64E-29,9.32E-29,-6.66E-27,-1.29E-28,-2.17E-27,-205,200,0,3.53E-30,2.64E-29,9.32E-29,1.20E-26,1.90E-26,-8.30E-27,0,0,0
165,6,0,0,0,0,0,0,200,300,0,4.22E-30,3.16E-29,1.12E-28,-7.97E-27,-1.54E-28,-2.60E-27,-205,200,0,4.22E-30,3.16E-29,1.12E-28,1.43E-26,2.27E-26,-9.93E-27,0,0,0
165,7,0,0,0,0,0,0,200,300,0,1.39E-30,1.04E-29,3.67E-29,-2.62E-27,-5.07E-29,-8.55E-28,-205,200,0,1.39E-30,1.04E-29,3.67E-29,4.72E-27,7.47E-27,-3.27E-27,0,0,0
165,8,0,0,0,0,0,0,200,300,0,-8.71E-30,-6.52E-29,-2.30E-28,1.64E-26,3.17E-28,5.36E-27,-205,200,0,-8.71E-30,-6.52E-29,-2.30E-28,-2.96E-26,-4.68E-26,2.05E-26,0,0,0
165,9,0,0,0,0,0,0,200,300,0,-2.88E-29,-2.15E-28,-7.60E-28,5.43E-26,1.05E-27,1.77E-26,-205,200,0,-2.88E-29,-2.15E-28,-7.60E-28,-9.77E-26,-1.55E-25,6.76E-26,0,0,0
166,0,0,0,0,0,0,0,200,300,0,-5.54E-29,-4.14E-28,-1.46E-27,1.05E-25,2.02E-27,3.41E-26,-205,200,0,-5.54E-29,-4.14E-28,-1.46E-27,-1.88E-25,-2.98E-25,1.30E-25,0,0,0
166,1,0,0,0,0,0,0,200,300,0,-7.05E-29,-5.28E-28,-1.86E-27,1.33E-25,2.57E-27,4.34E-26,-205,200,0,-7.05E-29,-5.28E-28,-1.86E-27,-2.39E-25,-3.79E-25,1.66E-25,0,0,0
