Pitch,Roll,Rtoe,Rheel,Ltoe,Lheel,RHipX,RhipY,LHipX,LHipY,RHCur,RHAng,RKCur,RKAng,LHCur,LHAng,LKCur,LKAng,State,FootState,MinState,KeyState,WeightShift,HMI,RefTime,Thigh,Tlow,Column1
4388,7,0,12,0,14,65243,340,65243,322,0,13510,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,33727,
4388,7,0,16,0,14,65243,346,65243,320,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,33753,
4388,7,0,19,0,16,65243,344,65243,337,0,13510,0,44,0,13518,0,37,4144,1028,0,0,1000,0,0,7,33783,
4388,8,0,21,0,8,65243,342,65243,328,0,13513,0,44,0,13545,0,59,4144,1028,0,0,1000,0,0,7,33819,
4388,8,0,18,0,12,65243,340,65243,320,0,13510,0,30,0,13545,0,29,4144,1028,0,0,1000,0,0,7,33851,
4388,8,0,19,0,13,65243,344,65243,323,0,13510,0,44,0,13542,0,37,4144,1028,0,0,1000,0,0,7,33877,
4388,7,0,16,0,16,65243,346,65243,324,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,33913,
4388,7,0,22,0,10,65243,346,65243,315,0,13510,0,52,0,13545,0,14,4144,1028,0,0,1000,0,0,7,33945,
4388,7,0,16,0,8,65243,346,65243,325,0,13510,0,52,0,13542,0,44,4144,1028,0,0,1000,0,0,7,33971,
4388,7,0,13,0,10,65243,342,65243,323,0,13510,0,37,0,13542,0,37,4144,1028,0,0,1000,0,0,7,34007,
4388,7,0,10,0,13,65243,342,65243,324,0,13513,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34039,
4388,7,0,22,0,10,65243,338,65243,323,0,13510,0,22,0,13542,0,37,4144,1028,0,0,1000,0,0,7,34065,
4388,7,0,24,0,17,65243,346,65243,324,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34101,
4388,7,0,15,0,17,65243,346,65243,318,0,13510,0,52,0,13545,0,22,4144,1028,0,0,1000,0,0,7,34133,
4388,7,0,15,0,9,65243,341,65243,322,0,13507,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,34159,
4388,7,0,24,0,5,65243,344,65243,324,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34195,
4388,7,0,18,0,10,65243,348,65243,320,0,13494,0,30,0,13545,0,29,4144,1028,0,0,1000,0,0,7,34227,
4388,7,0,15,0,12,65243,361,65243,322,0,13491,0,67,0,13545,0,37,4144,1028,0,0,1000,0,0,7,34253,
4388,7,0,13,0,0,65243,335,65243,322,0,13510,0,15,0,13545,0,37,4144,1028,0,0,1000,0,0,7,34283,
4388,7,0,16,0,12,65243,346,65243,318,0,13510,0,52,0,13545,0,22,4144,1028,0,0,1000,0,0,7,34319,
4388,7,0,16,0,17,65243,340,65243,324,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34351,
4388,7,0,13,0,9,65243,344,65243,320,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,34377,
4388,7,0,18,0,6,65243,346,65243,320,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,34413,
4388,7,0,16,0,10,65243,348,65243,324,0,13510,0,59,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34445,
4388,7,0,15,0,9,65243,344,65243,320,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,34471,
4388,7,0,13,0,10,65243,344,65243,324,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34507,
4388,7,0,18,0,14,65243,340,65243,320,0,13510,0,30,0,13545,0,29,4144,1028,0,0,1000,0,0,7,34539,
4388,7,0,27,0,10,65243,348,65243,324,0,13510,0,59,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34565,
4388,7,0,22,0,9,65243,339,65243,317,0,13510,0,30,0,13545,0,22,4144,1028,0,0,1000,0,0,7,34601,
4388,7,0,16,0,12,65243,344,65243,317,0,13510,0,44,0,13545,0,22,4144,1028,0,0,1000,0,0,7,34633,
4388,7,0,15,0,20,65243,350,65243,324,0,13510,0,67,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34659,
4388,7,0,18,0,17,65243,337,65243,324,0,13510,0,22,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34695,
4388,7,0,18,0,25,65243,345,65243,325,0,13507,0,44,0,13539,0,37,4144,1028,0,0,1000,0,0,7,34717,
4388,7,0,22,0,10,65243,337,65243,324,0,13510,0,22,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34749,
4388,7,0,12,0,14,65243,339,65243,324,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34785,
4388,7,0,18,0,8,65243,339,65243,324,0,13519,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34819,
4388,7,0,12,0,14,65243,337,65243,323,0,13510,0,22,0,13542,0,37,4144,1028,0,0,1000,0,0,7,34845,
4388,7,0,12,0,13,65243,346,65243,324,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34881,
4388,7,0,13,0,10,65243,342,65243,324,0,13510,0,37,0,13545,0,44,4144,1028,0,0,1000,0,0,7,34913,
4388,7,0,16,0,12,65243,346,65243,322,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,34939,
4388,6,0,13,0,8,65243,346,65243,322,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,34975,
4388,6,0,7,0,18,65243,346,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35007,
4388,6,0,18,0,8,65243,341,65243,319,0,13519,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35033,
4387,6,0,10,0,12,65243,350,65243,323,0,13510,0,67,0,13542,0,37,4144,1028,0,0,1000,0,0,7,35069,
4387,6,0,13,0,13,65243,339,65243,318,0,13510,0,30,0,13548,0,29,4144,1028,0,0,1000,0,0,7,35101,
4387,6,0,15,0,12,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,35127,
4387,6,0,18,0,13,65243,346,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35163,
4387,6,0,16,0,9,65243,341,65243,319,0,13510,0,37,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35195,
4387,6,0,13,0,13,65243,344,65243,325,0,13513,0,52,0,13545,0,51,4144,1028,0,0,1000,0,0,7,35221,
4387,6,0,18,0,16,65243,339,65243,321,0,13510,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,35257,
4387,6,0,13,0,10,65243,339,65243,325,0,13510,0,30,0,13545,0,51,4144,1028,0,0,1000,0,0,7,35289,
4387,7,0,18,0,9,65243,347,65243,321,0,13507,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,35319,
4387,7,0,18,0,10,65243,339,65243,319,0,13510,0,30,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35345,
4387,7,0,18,0,13,65243,345,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35381,
4387,7,0,22,0,10,65243,341,65243,323,0,13510,0,37,0,13542,0,37,4144,1028,0,0,1000,0,0,7,35413,
4387,7,0,13,0,9,65243,337,65243,319,0,13510,0,22,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35439,
4386,7,0,21,0,5,65243,343,65243,325,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,35475,
4386,7,0,16,0,0,65243,345,65243,321,0,13507,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,35507,
4386,7,0,16,0,6,65243,343,65243,325,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,35533,
4387,7,0,21,0,12,65243,341,65243,327,0,13510,0,37,0,13542,0,51,4144,1028,0,0,1000,0,0,7,35569,
4387,7,0,15,0,13,65243,343,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35601,
4387,7,0,21,0,12,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,35627,
4387,7,0,24,0,0,65243,341,65243,321,0,13510,0,37,0,13545,0,37,4144,1028,0,0,1000,0,0,7,35663,
4387,7,0,16,0,8,65243,337,65243,325,0,13510,0,22,0,13545,0,51,4144,1028,0,0,1000,0,0,7,35695,
4387,7,0,18,0,10,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,35721,
4387,7,0,15,0,13,65243,346,65243,323,0,13513,0,59,0,13545,0,44,4144,1028,0,0,1000,0,0,7,35757,
4387,7,0,16,0,10,65243,341,65243,319,0,13510,0,37,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35789,
4387,7,0,26,0,9,65243,337,65243,323,0,13510,0,22,0,13545,0,44,4144,1028,0,0,1000,0,0,7,35819,
4387,7,0,10,0,8,65243,339,65243,321,0,13507,0,22,0,13545,0,37,4144,1028,0,0,1000,0,0,7,35845,
4387,7,0,13,0,14,65243,343,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,35881,
4387,7,0,19,0,14,65243,345,65243,323,0,13510,0,52,0,13542,0,37,4144,1028,0,0,1000,0,0,7,35913,
4387,7,0,15,0,18,65243,345,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,35939,
4387,7,0,19,0,10,65243,343,65243,321,0,13510,0,44,0,13542,0,29,4144,1028,0,0,1000,0,0,7,35975,
4387,7,0,16,0,13,65243,337,65243,315,0,13510,0,22,0,13545,0,14,4144,1028,0,0,1000,0,0,7,36007,
4387,7,0,18,0,0,65243,350,65243,312,0,13510,0,67,0,13569,0,51,4144,1028,0,0,1000,0,0,7,36033,
4387,7,0,21,0,13,65243,341,65243,321,0,13513,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36069,
4387,7,0,16,0,18,65243,349,65243,319,0,13510,0,67,0,13545,0,29,4144,1028,0,0,1000,0,0,7,36101,
4387,7,0,18,0,8,65243,343,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,36127,
4387,7,0,13,0,12,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36163,
4387,7,0,13,0,14,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36195,
4387,7,0,18,0,18,65243,345,65243,323,0,13510,0,52,0,13542,0,37,4144,1028,0,0,1000,0,0,7,36221,
4387,7,0,19,0,6,65243,339,65243,335,0,13510,0,30,0,13521,0,37,4144,1028,0,0,1000,0,0,7,36257,
4387,7,0,12,0,16,65243,347,65243,321,0,13510,0,59,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36279,
4387,7,0,19,0,12,65243,343,65243,327,0,13510,0,44,0,13545,0,59,4144,1028,0,0,1000,0,0,7,36311,
4387,7,0,15,0,14,65243,339,65243,323,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36349,
4387,7,0,16,0,9,65243,341,65243,323,0,13510,0,37,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36381,
4387,7,0,15,0,13,65243,345,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,36407,
4387,7,0,22,0,6,65243,335,65243,321,0,13513,0,22,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36443,
4387,7,0,21,0,9,65243,339,65243,321,0,13510,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36475,
4387,7,0,18,0,9,65243,341,65243,321,0,13510,0,37,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36501,
4387,7,0,15,0,10,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36537,
4387,7,0,22,0,9,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36569,
4387,7,0,19,0,9,65243,345,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,36595,
4387,7,0,16,0,9,65243,341,65243,323,0,13510,0,37,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36631,
4387,7,0,16,0,5,65243,339,65243,319,0,13513,0,37,0,13545,0,29,4144,1028,0,0,1000,0,0,7,36663,
4387,7,0,21,0,10,65243,343,65243,325,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,36689,
4387,7,0,13,0,9,65243,347,65243,327,0,13510,0,59,0,13545,0,59,4144,1028,0,0,1000,0,0,7,36725,
4387,7,0,13,0,25,65243,343,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,36757,
4387,7,0,18,0,16,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36783,
4387,7,0,13,0,16,65243,345,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,36819,
4387,7,0,13,0,9,65243,345,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,36853,
4387,7,0,21,0,8,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36879,
4387,7,0,22,0,10,65243,341,65243,323,0,13510,0,37,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36905,
4387,7,0,21,0,14,65243,339,65243,323,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36941,
4387,7,0,13,0,13,65243,345,65243,323,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36973,
4387,7,0,16,0,8,65243,339,65243,323,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,36999,
4387,7,0,18,0,10,65243,339,65243,321,0,13510,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37035,
4387,7,0,18,0,9,65243,339,65243,319,0,13510,0,30,0,13545,0,29,4144,1028,0,0,1000,0,0,7,37067,
4387,7,0,16,0,2,65243,346,65243,318,0,13510,0,52,0,13548,0,29,4144,1028,0,0,1000,0,0,7,37093,
4387,7,0,19,0,10,65243,337,65243,323,0,13510,0,22,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37129,
4387,7,0,16,0,16,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37161,
4387,7,0,76,0,16,65243,346,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37187,
4387,7,0,16,0,20,65243,339,65243,321,0,13510,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37223,
4387,7,0,16,0,14,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37255,
4387,7,0,15,0,17,65243,345,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,37281,
4387,7,0,18,0,5,65243,343,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,37317,
4387,7,0,19,0,9,65243,348,65243,321,0,13510,0,59,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37353,
4387,7,0,13,0,9,65243,341,65243,321,0,13510,0,37,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37379,
4387,7,0,16,0,13,65243,345,65243,323,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37405,
4387,7,0,18,0,14,65243,346,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,37441,
4387,7,0,18,0,8,65243,343,65243,321,0,13510,0,44,0,13542,0,29,4144,1028,0,0,1000,0,0,7,37473,
4387,7,0,21,0,13,65243,340,65243,323,0,13513,0,37,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37499,
4387,7,0,15,0,21,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37535,
4387,7,0,15,0,9,65243,345,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37567,
4387,7,0,21,0,10,65243,341,65243,325,0,13510,0,37,0,13545,0,51,4144,1028,0,0,1000,0,0,7,37593,
4387,7,0,16,0,5,65243,339,65243,323,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37629,
4387,7,0,0,0,27,65243,343,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,37661,
4387,7,0,16,0,13,65243,342,65243,323,0,13513,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37687,
4387,7,0,16,0,10,65243,345,65243,325,0,13510,0,52,0,13545,0,51,4144,1028,0,0,1000,0,0,7,37723,
4387,7,0,18,0,16,65243,341,65243,321,0,13510,0,37,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37755,
4387,7,0,19,0,12,65243,347,65243,323,0,13507,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37781,
4387,7,0,18,0,12,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37817,
4387,7,0,18,0,8,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37853,
4387,7,0,13,0,14,65243,341,65243,328,0,13510,0,37,0,13545,0,59,4144,1028,0,0,1000,0,0,7,37879,
4387,7,0,21,0,17,65243,348,65243,321,0,13510,0,59,0,13545,0,37,4144,1028,0,0,1000,0,0,7,37905,
4387,7,0,13,0,13,65243,344,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,37941,
4387,7,0,16,0,12,65243,344,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,37973,
4388,7,0,10,0,9,65243,346,65243,326,0,13510,0,52,0,13545,0,51,4144,1028,0,0,1000,0,0,7,37999,
4388,7,0,18,0,9,65243,341,65243,319,0,13510,0,37,0,13545,0,29,4144,1028,0,0,1000,0,0,7,38035,
4388,7,0,19,0,13,65243,339,65243,317,0,13510,0,30,0,13545,0,22,4144,1028,0,0,1000,0,0,7,38067,
4388,7,0,19,0,24,65243,346,65243,324,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,38093,
4388,7,0,12,0,10,65243,342,65243,323,0,13510,0,37,0,13542,0,37,4144,1028,0,0,1000,0,0,7,38129,
4387,7,0,13,0,10,65243,348,65243,321,0,13510,0,59,0,13542,0,29,4144,1028,0,0,1000,0,0,7,38161,
4388,7,0,21,0,10,65243,344,65243,326,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,38187,
4388,7,0,16,0,8,65243,341,65243,322,0,13507,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,38223,
4388,7,0,19,0,9,65243,344,65243,326,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,38255,
4388,7,0,13,0,10,65243,345,65243,319,0,13507,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,38281,
4388,7,0,16,0,10,65243,342,65243,326,0,13510,0,37,0,13545,0,51,4144,1028,0,0,1000,0,0,7,38317,
4388,7,0,19,0,21,65243,346,65243,326,0,13510,0,52,0,13545,0,51,4144,1028,0,0,1000,0,0,7,38353,
4388,7,0,16,0,16,65243,341,65243,317,0,13503,0,22,0,13545,0,22,4144,1028,0,0,1000,0,0,7,38379,
4388,7,0,18,0,14,65243,344,65243,324,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,38405,
4388,7,0,16,0,10,65243,342,65243,324,0,13510,0,37,0,13545,0,44,4144,1028,0,0,1000,0,0,7,38441,
4388,7,0,16,0,0,65243,344,65243,320,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,38473,
4388,7,0,19,0,10,65243,340,65243,321,0,13510,0,30,0,13542,0,29,4144,1028,0,0,1000,0,0,7,38499,
4388,7,0,16,0,13,65243,340,65243,324,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,38535,
4388,7,0,18,0,16,65243,344,65243,322,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,38567,
4388,7,0,12,0,14,65243,352,65243,322,0,13507,0,67,0,13545,0,37,4144,1028,0,0,1000,0,0,7,38593,
4388,7,0,18,0,12,65243,348,65243,320,0,13510,0,59,0,13545,0,29,4144,1028,0,0,1000,0,0,7,38629,
4388,7,0,15,0,14,65243,338,65243,320,0,13510,0,22,0,13545,0,29,4144,1028,0,0,1000,0,0,7,38661,
4388,7,0,15,0,6,65243,344,65243,322,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,38687,
4388,7,0,13,0,13,65243,350,65243,324,0,13507,0,59,0,13545,0,44,4144,1028,0,0,1000,0,0,7,38723,
4388,7,0,19,0,13,65243,342,65243,326,0,13510,0,37,0,13545,0,51,4144,1028,0,0,1000,0,0,7,38755,
4388,7,0,18,0,14,65243,344,65243,326,0,13513,0,52,0,13545,0,51,4144,1028,0,0,1000,0,0,7,38781,
4388,7,0,18,0,13,65243,344,65243,320,0,13510,0,44,0,13548,0,37,4144,1028,0,0,1000,0,0,7,38817,
4388,7,0,24,0,16,65243,338,65243,328,0,13516,0,37,0,13542,0,51,4144,1028,0,0,1000,0,0,7,38853,
4388,7,0,19,0,9,65243,344,65243,320,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,38879,
4388,7,0,22,0,10,65243,346,65243,322,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,38905,
4388,7,0,15,0,12,65243,344,65243,326,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,38941,
4388,7,0,19,0,8,65243,350,65243,320,0,13510,0,67,0,13545,0,29,4144,1028,0,0,1000,0,0,7,38973,
4388,7,0,15,0,16,65243,344,65243,322,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,38999,
4388,7,0,15,0,12,65243,344,65243,326,0,13510,0,44,0,13542,0,44,4144,1028,0,0,1000,0,0,7,39035,
4388,7,0,18,0,13,65243,353,65243,320,0,13497,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,39067,
4388,7,0,15,0,12,65243,344,65243,326,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,39093,
4388,7,0,13,0,8,65243,344,65243,322,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39129,
4388,7,0,15,0,17,65243,337,65243,322,0,13510,0,22,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39161,
4388,7,0,16,0,13,65243,344,65243,326,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,39187,
4388,7,0,16,0,14,65243,344,65243,326,0,13510,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,39223,
4388,7,0,16,0,16,65243,344,65243,322,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39255,
4388,7,0,15,0,12,65243,344,65243,323,0,13510,0,44,0,13542,0,37,4144,1028,0,0,1000,0,0,7,39281,
4388,7,0,13,0,16,65243,344,65243,324,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,39317,
4388,7,0,13,0,9,65243,344,65243,315,0,13510,0,44,0,13545,0,14,4144,1028,0,0,1000,0,0,7,39353,
4388,7,0,22,0,6,65243,344,65243,324,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,39379,
4388,7,0,19,0,17,65243,346,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,39405,
4388,7,0,13,0,8,65243,345,65243,326,0,13507,0,44,0,13545,0,51,4144,1028,0,0,1000,0,0,7,39441,
4388,7,0,16,0,8,65243,344,65243,322,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39473,
4388,7,0,15,0,5,65243,348,65243,324,0,13510,0,59,0,13545,0,44,4144,1028,0,0,1000,0,0,7,39499,
4388,7,0,24,0,13,65243,345,65243,319,0,13507,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,39535,
4388,7,0,18,0,12,65243,346,65243,324,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,39567,
4388,7,0,16,0,8,65243,337,65243,321,0,13510,0,22,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39593,
4388,7,0,18,0,10,65243,342,65243,319,0,13510,0,37,0,13545,0,29,4144,1028,0,0,1000,0,0,7,39629,
4387,7,0,21,0,10,65243,331,65243,324,0,13510,0,0,0,13545,0,44,4144,1028,0,0,1000,0,0,7,39661,
4387,7,0,19,0,12,65243,346,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39687,
4388,8,0,21,0,31,65243,337,65243,319,0,13507,0,15,0,13545,0,29,4144,1028,0,0,1000,0,0,7,39723,
4387,8,0,19,0,0,65243,344,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39755,
4387,8,0,18,0,18,65243,339,65243,323,0,13510,0,30,0,13545,0,44,4144,1028,0,0,1000,0,0,7,39781,
4387,8,0,19,0,10,65243,343,65243,319,0,13510,0,44,0,13545,0,29,4144,1028,0,0,1000,0,0,7,39817,
4387,8,0,13,0,12,65243,339,65243,321,0,13510,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39853,
4387,8,0,18,0,12,65243,341,65243,321,0,13510,0,37,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39879,
4387,8,0,18,0,10,65243,350,65243,325,0,13510,0,67,0,13545,0,51,4144,1028,0,0,1000,0,0,7,39905,
4387,8,0,21,0,10,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39941,
4387,8,0,13,0,6,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39973,
4387,8,0,16,0,14,65243,345,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,39999,
4387,8,0,19,0,10,65243,343,65243,323,0,13510,0,44,0,13545,0,44,4144,1028,0,0,1000,0,0,7,40035,
4387,8,0,18,0,6,65243,339,65243,319,0,13510,0,30,0,13545,0,29,4144,1028,0,0,1000,0,0,7,40067,
4387,8,0,10,0,8,65243,345,65243,319,0,13510,0,52,0,13545,0,29,4144,1028,0,0,1000,0,0,7,40093,
4387,8,0,16,0,6,65243,345,65243,323,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,40129,
4387,8,0,16,0,16,65243,343,65243,321,0,13510,0,44,0,13545,0,37,4144,1028,0,0,1000,0,0,7,40161,
4387,8,0,15,0,17,65243,341,65243,323,0,13510,0,37,0,13545,0,44,4144,1028,0,0,1000,0,0,7,40187,
4387,8,0,13,0,10,65243,337,65243,325,0,13510,0,22,0,13545,0,51,4144,1028,0,0,1000,0,0,7,40223,
4387,8,0,18,0,10,65243,345,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,40255,
4387,8,0,19,0,12,65243,337,65243,319,0,13510,0,22,0,13548,0,37,4144,1028,0,0,1000,0,0,7,40281,
4387,8,0,18,0,13,65243,341,65243,321,0,13510,0,37,0,13545,0,37,4144,1028,0,0,1000,0,0,7,40317,
4387,8,0,13,0,6,65243,345,65243,323,0,13510,0,52,0,13545,0,44,4144,1028,0,0,1000,0,0,7,40353,
4387,8,0,15,0,16,65243,345,65243,327,0,13510,0,52,0,13542,0,51,4144,1028,0,0,1000,0,0,7,40379,
4387,8,0,18,0,16,65243,345,65243,321,0,13510,0,52,0,13545,0,37,4144,1028,0,0,1000,0,0,7,40405,
4387,8,0,15,0,14,65243,339,65243,321,0,13510,0,30,0,13545,0,37,4144,1028,0,0,1000,0,0,7,40441,
